year,month,day,hour,season,is_weekend,station_type,temperature_C,humidity_pct,wind_speed_kmh,rainfall_mm,traffic_density,vehicles_per_km2,industrial_proximity,population_density,green_cover_pct,PM2_5,PM10,NO2,SO2,CO,O3,Benzene,Toluene,dew_point_C,atm_pressure_hpa,visibility_km,wind_direction_deg,solar_radiation_wm2,cloud_cover_pct,road_dust_index,construction_activity_index,uv_index,pollen_count,mixing_layer_height_m,boundary_layer_temp_C,soil_moisture_index,aerosol_optical_depth,black_carbon_ugm3,organic_carbon_ugm3,secondary_organic_aerosol,nitrate_ugm3,sulfate_ugm3,ammonium_ugm3,methane_ppm,formaldehyde_ugm3,xylene_ugm3,heavy_metal_index,lead_ngm3,arsenic_ngm3,noise_level_db,light_pollution_index,waste_burning_index,crop_burning_index,diesel_generator_index,two_wheeler_density,power_plant_proximity,AQI
2023,9,1,23,Autumn,1,Residential,18.3,64.1,11.8,2.4,29.9,363.0,4.3,106.0,13.8,82.5,124.2,48.0,,1.6,69.9,3.79,8.06,13.2,1006.8,12.7,1.2305,-0.8458,-1.3382,0.4112,0.6661,1.226,0.7914,-1.1345,0.4332,0.8343,0.3222,0.9954,1.8413,-0.4203,0.4626,0.4305,-0.801,1.5586,0.6803,-0.0745,0.709,-0.0319,-1.0745,-1.8937,1.0727,0.6752,-0.9606,-1.0099,-0.5304,0.6771,179.0
2019,11,18,8,Autumn,0,Residential,27.0,65.6,14.9,2.43,37.7,453.0,2.0,53.0,15.9,58.4,87.9,37.7,17.1,1.15,77.1,2.84,5.64,18.3,1005.9,13.9,-0.872,-1.2212,-0.5971,-1.9901,0.0578,-0.7348,-0.7996,-1.4246,0.5045,0.2962,-0.2188,-1.0422,1.7174,-0.5481,0.656,-1.1956,0.6725,0.1701,-0.3899,1.6911,0.6295,-0.1433,-0.9844,0.6096,-0.9567,-0.6286,0.2763,-0.7685,-1.2563,0.1895,149.7
2021,3,5,17,Spring,1,Background,32.1,60.8,11.5,1.36,71.9,881.0,5.4,102.0,17.1,174.5,261.1,110.1,49.3,3.52,68.8,8.13,16.53,20.0,1002.9,11.3,-0.4156,-0.5762,0.5995,0.602,0.6453,0.1834,-1.2338,1.1281,0.1543,1.0512,-0.2968,1.0183,1.2877,1.4248,-0.0554,1.148,-0.5152,2.1024,-1.1342,-0.131,1.1997,-0.1178,-1.0851,-0.0015,-0.733,0.403,-0.8645,-0.5748,-0.5155,-0.9595,237.2
2021,6,1,23,Monsoon,0,Background,39.6,62.7,7.9,4.93,123.6,1485.0,2.0,95.0,16.5,225.8,343.0,138.1,61.7,4.48,65.6,10.15,21.11,25.6,1000.1,9.5,1.8012,-0.2453,-1.4145,-2.7378,-1.5872,-0.5983,0.6036,-0.3821,0.7128,-0.8569,0.9814,-0.8548,-0.8601,0.8042,-0.185,0.0778,0.8284,-0.3993,0.6142,0.307,-0.6623,0.4856,-0.2572,0.6629,-0.615,-0.8032,1.4502,1.6616,-0.4214,0.8268,283.2
2022,4,2,17,Spring,1,Industrial,32.5,61.5,1.1,1.34,96.2,1134.0,1.8,90.0,10.7,185.7,280.1,113.2,49.6,3.59,61.1,8.23,17.02,20.7,1002.2,10.7,1.0713,-1.1943,-1.6251,0.5556,0.0965,1.48,0.7188,-0.6688,0.3733,-0.8843,0.9091,-0.66,1.1194,-0.5692,0.7267,0.1126,0.3504,-0.1603,0.5287,-1.5041,0.2645,-0.1131,-0.5436,-1.3523,-0.7884,0.6981,-0.9026,-0.3857,0.4925,-0.5665,269.1
2020,5,15,12,Spring,1,Industrial,28.6,46.1,0.5,1.2,58.8,708.0,5.5,93.0,14.1,180.1,280.7,108.4,50.2,3.6,55.5,8.24,17.15,18.9,1005.3,10.4,-2.8315,0.6156,0.8931,0.785,-1.3727,-1.9233,0.8814,-0.8398,0.0568,0.1396,0.109,-0.3887,0.2547,-0.7304,1.4662,1.0352,0.4855,-0.0102,-1.8738,0.5479,-0.2551,0.1856,0.6655,-0.0922,0.7635,0.1807,1.4555,-0.297,0.3868,-0.2204,241.4
2023,9,25,23,Autumn,0,Traffic,32.0,34.0,20.3,0.44,5.0,62.0,10.0,82.0,15.2,94.9,140.6,55.6,30.6,1.87,68.2,4.47,,21.3,1002.4,12.8,-2.8054,-0.2557,0.089,1.8015,0.4482,0.8822,1.3228,-0.766,-0.6626,-1.4568,-0.0715,-0.6981,-1.2839,-0.773,-1.2383,1.7074,-1.4828,0.1695,-1.2862,-1.8172,0.6833,-0.6643,0.0537,-1.661,-0.419,1.4224,-1.3715,0.0263,1.4041,1.0479,283.9
2019,5,14,23,Spring,0,Industrial,32.1,61.0,7.7,0.74,67.0,809.0,6.5,103.0,25.1,190.4,285.8,118.8,54.4,3.65,54.7,8.68,18.36,20.3,1003.8,10.2,-0.1701,0.5175,2.0567,-1.1488,-1.171,1.0501,-1.5727,0.6604,0.347,0.57,-0.0209,0.196,-0.9735,0.8337,1.3613,0.3539,1.0909,-2.8942,-2.0243,-0.2886,-0.6241,0.123,1.2328,0.415,1.228,-0.1561,-0.6233,0.4058,0.8051,-0.5244,275.5
2022,1,16,11,Winter,0,Industrial,17.7,45.9,12.7,0.09,74.1,891.0,5.9,79.0,3.8,188.8,278.5,114.8,51.4,3.99,48.6,8.72,19.01,10.6,1006.8,9.7,0.7459,-0.0725,0.7138,-0.295,0.7035,0.5149,2.1965,1.2375,-2.2753,-0.2546,-1.5846,-0.0111,0.582,1.311,0.1232,0.5239,0.337,-0.0491,-1.1136,0.1645,0.5785,-1.4713,0.7769,-0.152,0.1082,-1.1944,0.3327,1.555,0.4258,-2.2392,187.0
2019,7,18,1,Monsoon,1,Industrial,27.7,77.6,5.3,2.01,55.4,679.0,3.3,52.0,7.4,134.5,199.7,80.1,39.1,2.56,68.6,6.27,12.81,16.9,1004.8,11.0,1.2786,-0.3592,0.596,0.4569,-0.2702,0.1145,1.5089,-0.5753,0.6048,1.5673,0.8268,0.3544,1.0253,-0.4978,-0.8696,-0.5689,-0.6592,-1.618,-0.4204,0.334,-0.6619,-0.9619,-0.4939,1.033,-1.2417,-0.0875,-1.0077,-0.8454,-0.0996,0.5001,244.8
2022,9,14,6,Autumn,0,Residential,39.1,37.5,1.0,0.57,43.7,531.0,5.2,86.0,11.8,126.6,182.4,76.9,34.9,2.59,82.1,5.9,12.47,24.9,1000.6,12.3,1.5315,0.1244,-0.7522,-1.2743,0.8445,-1.3958,-0.7174,-1.0046,-0.0021,-0.7252,-0.7526,0.3062,0.8962,1.4407,-0.3525,-0.1157,-1.1176,0.6846,-0.108,0.2177,2.3486,-0.1067,-0.8073,1.1157,-1.2672,0.889,1.0821,0.7697,0.7643,0.3197,257.5
2023,7,17,12,Monsoon,0,Industrial,24.1,53.6,1.1,0.73,69.0,826.0,2.4,106.0,5.0,159.0,240.4,96.2,42.8,3.22,62.0,7.3,15.36,15.5,1006.5,11.5,-0.3741,-0.6272,-1.1781,-0.13,0.0634,-1.038,-0.6065,1.0669,0.0672,-0.1479,0.5595,0.0713,0.7272,0.0892,-0.0084,0.6838,-0.4866,-0.1004,-1.5674,-1.1089,1.2363,-2.011,-2.0098,0.132,2.3035,0.6051,0.211,0.2004,-0.0867,0.5665,203.7
2019,4,24,11,Spring,0,Traffic,27.2,62.8,9.3,2.95,41.4,505.0,8.6,99.0,7.2,156.1,237.9,94.9,46.1,2.95,57.5,6.72,14.43,18.6,1004.9,11.4,0.5155,0.1464,0.667,-0.4088,1.2191,0.5871,-0.5748,-0.4899,-0.5342,-0.2633,1.9028,0.6408,-2.0553,-0.3098,0.8302,0.526,0.5539,-0.9681,2.2007,0.22,0.5422,-1.1884,-0.0742,-1.2991,0.9276,1.2305,0.7095,0.477,0.8435,-1.261,313.1
2021,7,6,20,Monsoon,0,Industrial,23.8,82.7,4.5,0.79,111.8,1332.0,1.0,128.0,10.0,200.1,299.0,122.3,57.5,4.04,47.7,9.12,19.63,15.5,1005.7,10.5,0.1,0.2874,0.4064,-0.0486,1.1897,0.2727,2.4692,-1.7439,0.3761,-1.1171,-0.8492,-0.6222,0.0393,0.6384,1.1169,0.3541,-0.6609,0.3921,1.4176,0.5838,-0.6157,1.3232,0.2113,-0.2094,0.5567,0.5609,1.6793,-1.5512,0.5345,0.1703,255.0
2021,12,17,23,Winter,1,Traffic,5.2,52.9,1.8,0.55,102.9,1225.0,3.2,82.0,15.6,224.7,330.4,131.2,62.9,4.55,45.5,10.09,20.51,3.5,1011.5,9.9,1.2038,0.0468,-1.7259,-1.5097,-0.5239,-0.1415,0.0987,-0.99,-0.4518,0.4658,1.0091,-0.0912,-0.5709,2.0106,0.7848,-1.1563,-0.5235,1.1746,0.0199,-0.5433,-0.0859,0.4124,-0.8223,-0.6494,0.1285,-0.2979,1.7779,0.067,-0.2712,-1.8241,203.2
2020,7,8,19,Monsoon,1,Traffic,26.2,63.3,5.4,0.37,81.4,991.0,2.6,84.0,2.4,175.3,271.6,101.6,52.1,3.49,64.5,7.42,15.75,16.2,1004.3,10.7,-2.2335,-0.0337,-0.1529,-0.9495,0.8394,-1.7338,1.1289,1.0334,0.8749,0.6069,-0.0458,-0.7265,-1.1834,0.2526,0.8557,-0.5815,-1.2726,0.4418,-0.6419,0.317,-0.3076,-0.9702,-1.5654,0.6199,-0.1236,1.541,-0.4355,-2.2828,-0.016,-0.6583,198.2
2020,12,25,22,Winter,0,Residential,28.7,71.1,0.5,2.98,67.2,803.0,3.3,83.0,6.9,163.7,243.8,101.8,46.8,3.26,69.0,7.39,16.02,19.0,1004.3,11.3,-0.9744,-0.1442,-0.0465,0.6108,1.2445,0.1962,0.6545,0.1756,1.1162,-1.7609,-0.4653,1.13,-2.2751,1.5406,-1.4516,-0.1838,0.6192,-2.4657,0.123,0.2832,0.3373,1.1132,-0.8668,2.1248,1.6061,-0.7651,-0.3157,0.9211,1.3297,1.029,254.0
2023,9,23,10,Autumn,0,Traffic,21.4,73.7,7.0,0.28,48.5,571.0,1.9,71.0,4.0,94.7,140.1,54.6,27.0,1.81,72.1,4.25,8.75,14.4,1005.8,11.7,0.477,0.3788,-0.4108,-0.7544,-1.4546,-0.2046,-1.7187,-0.9982,0.0292,0.4284,-0.1448,0.9188,-0.7701,0.5945,-1.9721,-0.792,-0.7419,-0.6267,0.8146,-0.1416,0.2338,-0.0161,0.8737,-0.6354,-0.7366,0.0164,-1.5605,0.7301,0.3007,-0.5279,158.9
2020,11,20,1,Autumn,0,Residential,15.6,66.6,2.5,1.21,64.5,769.0,3.7,78.0,14.1,163.2,247.8,97.2,42.1,3.65,56.3,7.17,15.14,10.7,1007.8,10.2,-1.093,-0.5957,-1.221,0.5278,0.9942,1.3253,-1.8246,0.1793,-0.4357,-0.4874,1.335,-0.7396,1.8364,-0.5732,-0.1144,0.2877,1.601,-0.0952,-1.2295,-0.3539,-0.659,1.1092,1.2733,-0.079,0.6773,-1.2206,0.5748,0.6967,-1.0055,0.4906,193.5
2023,2,11,17,Winter,0,Traffic,18.1,92.5,12.8,1.41,,1283.0,1.8,65.0,14.6,189.2,279.9,114.7,55.6,3.77,,8.38,,11.0,1007.7,10.5,-0.616,-0.4551,1.2051,0.0929,0.4723,-1.1383,-0.8724,-0.2278,-1.4333,1.8073,0.8261,-1.9173,0.767,-1.8282,-0.0672,-2.7896,-0.8296,-0.1139,0.0111,0.3022,0.3918,-0.2768,-0.4372,-1.057,2.206,1.9492,-0.8797,0.4239,0.0863,0.7602,162.4
2019,10,18,10,Autumn,0,Industrial,32.9,52.9,3.0,2.33,86.7,1061.0,2.3,38.0,19.7,181.0,268.6,108.7,47.6,3.69,75.3,7.94,16.1,21.5,1002.9,,1.6356,0.2127,2.8934,-0.2315,-0.0964,0.1025,-0.5966,-0.8042,0.025,-0.0025,-0.6182,0.1272,0.0682,-0.8578,-0.8235,-0.1374,-1.35,-1.3481,-0.3835,0.1641,-0.4936,-1.2839,0.9393,0.2576,-0.4353,-0.1967,-0.4047,0.8342,1.8644,-1.4465,217.6
2020,1,3,14,Winter,1,Traffic,43.8,,4.9,2.01,70.1,839.0,4.8,75.0,4.6,165.8,251.4,99.9,46.8,3.26,77.8,7.43,15.83,28.9,1000.9,10.3,0.3228,-1.4293,-0.3356,-0.4322,-0.6477,-0.2407,-1.4487,-0.4058,-0.1097,-0.1429,-0.3408,0.5501,-0.3562,-0.5092,-0.407,1.2798,-0.6621,-2.6079,-1.8344,-0.7488,-1.0136,-0.1138,1.2169,-0.2449,-1.225,1.2168,-0.0683,-0.771,1.1556,2.3854,350.0
2020,2,9,11,Winter,0,Industrial,38.4,72.4,,3.33,88.1,1061.0,10.0,89.0,8.3,267.3,406.1,158.6,75.5,5.19,52.1,11.65,24.9,24.3,1001.3,8.1,0.262,-0.4178,-0.6941,0.7989,1.3106,0.2712,-0.0531,1.9676,0.8014,-0.0184,-0.4633,-0.8502,0.8816,0.6224,1.1868,-0.104,-0.1612,-0.4483,1.3965,1.0125,-1.2183,1.0516,-0.3338,-1.8931,0.4037,0.3627,-1.4067,-0.4487,-2.7413,-0.9772,350.0
2021,6,8,7,Monsoon,1,Residential,13.9,64.4,0.6,0.09,78.6,929.0,2.3,102.0,12.2,165.0,246.4,104.0,45.2,3.29,46.2,7.25,,9.3,1009.3,11.3,1.6877,0.7637,-0.5359,2.1732,-0.693,0.6828,0.1978,-0.2827,0.6212,-0.2177,-0.2474,-0.1943,-1.2342,0.1726,0.0017,1.5254,-0.9647,-0.7401,-0.5871,-1.1092,-1.5831,1.6187,-1.086,-0.9944,0.1939,0.1616,-0.2374,-1.1797,-0.42,-0.2797,165.5
2021,5,17,0,Spring,0,Traffic,33.7,65.8,4.0,0.7,74.9,903.0,4.3,75.0,15.3,170.3,249.7,104.3,45.5,3.31,68.1,7.9,16.6,20.4,1002.4,9.7,1.0266,-0.8068,-0.4954,0.1671,-0.1185,-1.1292,1.1526,1.3384,-0.2363,-0.9356,-0.5425,-0.7227,1.2378,0.7536,-0.468,-0.2277,-1.6997,0.7116,0.4118,-0.0635,-0.8289,0.1533,1.0429,-0.8878,0.5485,-0.0784,0.1364,0.9043,0.3743,0.1237,273.3
2020,8,26,18,Monsoon,1,Industrial,20.0,76.9,5.2,0.66,89.5,1076.0,7.2,76.0,16.3,248.0,375.7,148.9,69.7,5.08,46.6,11.27,23.86,12.6,1007.4,8.8,0.6124,-0.4929,-1.0306,0.6341,-0.6617,-0.4892,-0.0041,0.5449,-0.6682,-0.9528,0.413,-0.8206,1.9081,-1.2735,0.0337,-0.316,0.4521,-0.6639,1.5418,-0.8068,-1.9534,-1.0795,-0.5162,-0.7216,-0.2977,1.3211,0.2013,-0.4754,-0.8315,-1.3024,291.0
2019,9,5,23,Autumn,1,Industrial,20.8,47.1,7.3,0.32,77.9,948.0,4.5,111.0,8.3,167.5,241.8,107.8,48.1,3.32,51.4,7.32,15.95,12.6,1006.2,11.6,-0.1845,0.0332,0.2316,0.3831,1.2355,-0.7877,0.1748,-0.5996,-2.0634,-0.616,1.0238,1.1616,-1.3692,-0.0661,-1.6518,-0.219,-0.4494,-1.0476,-1.5352,0.9947,-1.1801,-0.5372,-0.5501,0.6565,-0.6732,-0.3093,0.1572,1.2014,1.1914,-0.0277,217.4
2022,5,21,4,Spring,0,Traffic,21.8,62.6,2.8,0.68,86.5,1039.0,2.9,59.0,11.5,178.7,270.0,105.4,48.7,3.59,56.8,8.07,16.88,13.4,1006.0,10.3,0.6828,-0.5306,0.7329,0.9641,0.2017,1.5226,0.5417,-0.0368,0.4987,1.89,-0.3666,0.2553,-1.016,0.7566,-0.2041,-0.2051,-0.0536,-0.1283,0.63,0.0119,1.0947,-0.9549,-1.6516,0.5058,0.4058,1.2274,0.643,0.4338,1.0671,-0.5971,226.7
2022,2,22,5,Winter,1,Background,32.4,55.6,9.5,0.74,69.0,826.0,2.8,84.0,16.0,,182.5,76.7,33.9,2.22,78.8,5.54,11.29,21.8,1004.4,11.5,2.5252,0.3776,-0.3927,-0.3308,-1.0422,0.5495,-0.1508,-0.413,0.2501,1.7848,-1.381,-1.4176,0.2655,-1.4194,1.4028,-0.3052,1.4012,-0.2514,-0.7765,0.2255,1.1325,-1.581,-0.0757,-0.6566,-0.1918,1.5288,2.5987,1.1925,0.2436,-0.6856,211.8
2020,8,17,0,Monsoon,0,Industrial,34.6,88.8,15.7,1.48,58.6,697.0,7.6,109.0,8.7,168.2,250.8,101.5,44.8,3.45,60.7,7.69,16.19,24.1,1002.8,11.1,-0.799,0.1009,-0.5902,1.7205,-1.1171,-0.0839,1.4184,-1.61,1.3199,-0.9739,0.1177,0.8119,-1.4644,-0.1847,1.6869,-1.3295,0.164,0.3647,-1.7479,-0.6948,0.0401,-0.0522,-1.4628,-0.0495,-2.9362,0.9892,-0.004,0.3807,-0.2113,0.3959,344.0
2021,9,26,11,Autumn,0,Traffic,25.1,48.3,,2.18,51.3,622.0,1.0,72.0,22.7,75.1,113.8,46.2,,1.64,80.3,3.62,7.4,15.9,1004.1,13.6,-0.7667,-0.8373,0.7336,-0.3327,0.893,0.9028,0.1379,0.821,1.0612,-1.7266,-0.3362,-0.0311,-0.4702,-0.8219,1.6506,-0.2478,-0.9048,0.7424,-1.2122,-0.9983,-0.478,-0.056,1.071,0.5215,-0.854,-1.9431,0.863,0.8534,0.0842,1.3484,142.0
2023,9,20,7,Autumn,0,Industrial,25.3,96.0,0.5,0.96,48.3,601.0,3.7,54.0,18.4,144.0,212.1,87.3,40.0,2.87,56.9,6.83,14.51,15.5,1006.6,12.7,-0.4965,0.6213,0.4163,-1.5533,-0.1734,0.3002,1.1474,-0.0621,-2.3249,-0.8199,0.1852,-0.2244,-0.4552,0.9587,0.1465,-1.5358,0.7288,1.2686,0.1675,-0.2006,0.0032,0.8928,-0.2146,-1.8092,-0.1979,-0.5116,0.8711,1.5753,0.1687,-0.0255,255.5
2019,2,2,22,Winter,0,Industrial,30.2,51.9,5.2,2.54,24.9,291.0,2.5,126.0,1.0,67.9,100.1,49.1,17.6,1.49,77.4,2.97,6.88,18.9,1003.6,13.3,-0.1416,-0.1863,0.528,-0.6928,0.9037,-1.1079,2.0109,0.2859,0.3799,1.0667,-0.3013,-0.5296,-1.4131,0.2379,-0.8754,0.281,-0.0675,1.6962,-0.1618,-0.0778,0.9425,-0.5845,0.4603,-0.0682,-0.8405,-0.1538,-1.832,-0.1003,-1.2546,-1.3766,178.5
2021,11,5,0,Autumn,0,Residential,31.1,35.0,0.9,0.82,42.2,502.0,1.0,106.0,20.4,83.9,124.1,51.5,24.8,1.79,82.3,3.78,8.25,21.2,1003.5,12.9,-2.3304,2.1736,-1.0991,-0.6098,-1.3114,-1.8209,-0.1669,-0.7775,0.0441,-0.3222,-0.8028,-0.1794,0.8398,-1.4187,-2.9749,0.0669,0.9204,-0.3701,1.0076,-1.4323,0.1454,0.6741,0.6793,-0.5072,-0.398,-1.2966,-0.5344,1.7321,0.2835,1.6663,139.0
2022,7,24,14,Monsoon,1,Industrial,36.6,44.3,2.2,0.69,41.5,477.0,3.5,106.0,19.6,113.6,170.0,69.6,33.2,2.39,84.9,5.05,10.75,24.4,1002.5,11.1,0.3053,-0.2918,1.8392,0.8431,0.3093,-0.3411,1.1281,0.673,1.49,0.4128,1.637,-0.5645,-0.467,0.6367,-2.8036,-0.3265,-0.4791,-0.0341,0.7411,-0.0372,0.6822,1.8194,0.6285,-0.8171,-2.6408,0.595,-0.9775,-1.201,-1.7394,-1.1267,224.9
2019,1,24,0,Winter,0,Industrial,14.4,44.7,34.5,1.56,52.3,629.0,2.0,86.0,18.0,52.7,79.7,29.0,16.0,1.06,67.3,2.44,5.34,10.4,1008.8,13.6,-0.2428,0.3636,1.4344,0.8869,-1.5662,-1.0826,0.4177,0.3871,-0.3547,-1.3598,0.594,-1.0947,0.5495,-0.1958,0.5753,1.3786,-0.2774,0.1803,0.5433,1.0287,-0.8012,-0.3484,0.625,-0.8953,-1.0169,0.3902,0.5253,1.128,1.6755,-1.6817,95.7
2022,12,10,12,Winter,0,Residential,26.2,89.8,1.2,0.05,104.1,1251.0,1.3,102.0,1.4,206.8,310.2,122.8,56.5,4.05,49.9,9.31,19.28,16.9,1004.6,9.2,1.7631,0.291,-0.1735,-0.5263,0.5422,-0.1486,-1.3116,-0.3629,-0.1488,1.6013,1.0884,0.5006,0.5962,0.041,1.8947,-0.6043,1.2188,1.7569,-2.0439,1.1183,1.2381,-0.4106,-0.4558,-1.9086,-1.7079,0.2975,0.3721,0.2266,-0.5456,-1.1266,279.0
2021,5,24,13,Spring,0,Residential,16.4,35.8,5.5,0.17,61.1,753.0,8.2,33.0,7.1,205.1,,124.5,59.3,3.87,44.0,9.08,19.13,11.4,1007.0,10.1,0.5142,-1.4971,-0.0873,-1.7478,1.3799,0.5248,0.9535,1.1533,-0.5493,0.4139,-0.2864,-0.8797,-0.6457,-0.5434,0.492,1.0808,-0.0446,1.2999,0.5109,-1.6576,-0.7049,0.6956,1.1772,2.5698,0.3798,-0.5939,0.8527,-0.0755,-0.3421,-1.2252,238.8
2022,10,5,12,Autumn,0,Traffic,25.5,65.8,7.7,1.08,71.0,859.0,1.5,78.0,10.3,127.7,195.8,75.7,33.8,2.49,64.3,6.02,12.35,15.9,1004.1,12.4,-3.0536,0.7578,0.945,0.6602,-3.1814,1.8987,-0.9868,0.0145,0.6953,-0.2504,1.8371,0.1703,1.0811,0.002,-1.1972,-0.2228,1.5455,1.7173,-0.205,0.3573,-1.0094,-0.5567,0.3529,0.6141,-0.1693,-0.9196,-0.4227,-0.9834,-0.0275,-1.9044,181.4
2019,6,23,6,Monsoon,0,Background,24.0,,9.7,5.73,71.8,856.0,1.2,109.0,10.3,117.4,181.9,72.4,34.5,2.37,64.7,5.1,10.46,16.4,1005.9,11.4,-1.7189,0.5153,-0.9514,-1.4099,-1.1087,0.6627,0.7587,0.771,-0.0776,1.0536,-0.8848,-0.5179,0.3038,-1.5426,0.2239,0.6419,0.0884,-0.023,-0.277,0.6467,-0.0692,0.146,-0.0788,-0.8473,0.5632,0.3837,-0.5089,-1.2525,0.1328,0.0164,206.6
2021,10,15,23,Autumn,0,Traffic,25.6,98.0,6.6,2.56,104.7,1276.0,1.0,57.0,9.9,190.4,287.4,113.7,54.3,3.72,57.7,8.55,17.99,17.3,1004.9,10.3,0.7866,2.167,0.1722,0.0532,-0.1033,1.6851,-0.3652,1.3469,-1.7043,1.7276,0.2331,-0.5444,-0.254,-1.7318,1.3959,-0.8011,-1.0303,-0.1702,0.1405,0.2995,-1.6783,-0.0532,1.0061,-1.0395,0.654,0.1349,-1.1986,-0.2203,0.6666,-0.5139,246.1
2021,4,21,4,Spring,1,Industrial,18.8,58.0,0.5,0.18,50.6,603.0,4.1,81.0,6.5,153.4,231.3,90.1,44.3,3.02,59.0,7.01,14.19,11.4,1008.0,10.9,-0.7696,0.2649,-0.0589,0.0617,-0.6627,1.8349,-0.9306,-0.2511,0.9065,-0.2337,-0.9234,-0.4359,-0.3974,0.2298,-0.4369,-0.3726,0.9227,1.0556,0.109,-0.0351,1.0831,0.8287,0.5646,-1.7584,0.3895,-0.3504,-0.1617,-1.7359,-1.0002,0.7488,220.2
2021,10,8,14,Autumn,0,Background,12.6,62.0,3.2,3.75,59.4,718.0,4.5,95.0,8.0,164.6,,93.7,43.3,3.28,57.5,7.26,14.65,7.7,1008.3,10.2,-0.6105,0.9422,-0.1703,0.4357,-2.4323,0.2207,-0.1987,0.9493,-1.2023,-0.4172,-0.6632,1.0355,1.0324,1.0679,-0.298,1.7901,-0.8274,-0.8088,0.8367,-1.7437,1.722,-0.1309,0.7491,0.0954,-1.1456,-0.3057,0.3771,-1.3873,0.1633,-1.0172,192.2
2019,12,12,16,Winter,0,Background,7.2,39.0,5.8,2.64,62.3,728.0,10.0,71.0,8.5,235.8,344.2,145.4,68.5,4.68,35.4,,22.61,4.4,1009.9,9.2,0.5369,-0.4573,-0.2511,0.1845,0.0457,-0.6585,0.9928,0.8249,-0.0148,-0.5664,-0.2866,-1.8054,0.1058,-2.4997,1.6697,0.2305,0.7551,-0.255,-2.119,-1.8462,-0.919,-0.119,2.3101,0.3995,-0.5267,0.7079,-0.7018,1.0644,0.8564,-0.9142,302.9
2023,8,5,6,Monsoon,0,Residential,24.8,53.1,0.7,1.89,93.4,1123.0,2.6,88.0,3.4,,314.7,125.5,59.3,4.29,65.5,9.7,20.39,16.7,1004.1,9.5,-0.5711,0.1174,-0.7855,0.9777,-1.7896,0.068,0.9754,-0.0268,-1.3455,-0.0093,0.8041,-0.029,1.3373,-1.5512,0.8126,-0.7575,0.3885,0.4026,-0.5505,1.2447,-0.3003,0.7663,-0.2686,-3.4284,0.2974,-1.2264,-0.8203,-0.9029,-0.4897,1.1627,219.2
2021,4,28,2,Spring,0,Traffic,22.1,98.0,3.5,3.43,98.6,1186.0,2.3,96.0,3.5,188.4,288.8,112.4,52.7,3.92,64.0,,18.34,14.3,1006.1,10.6,0.0117,0.6289,-1.1493,-0.9447,0.94,-1.5815,-0.1298,-1.1028,-1.5049,-1.4473,-0.5253,-0.3163,0.0787,-0.3293,-0.3665,-0.8496,0.9922,-0.5818,0.7692,0.3466,-0.6003,0.4878,0.5653,-0.2539,1.0221,0.1779,1.4048,0.0455,0.8872,0.2588,289.2
2019,11,20,19,Autumn,0,Traffic,19.9,75.7,0.5,1.04,76.9,913.0,1.2,95.0,8.4,150.9,225.3,93.1,40.3,3.11,62.0,7.17,15.34,12.8,1007.9,11.3,-0.2521,-0.1091,0.9367,-1.4396,0.373,0.2429,-1.7574,1.4213,1.9963,-0.1671,0.649,0.1087,-1.0233,0.5139,0.5931,-1.2082,-0.1847,-0.6743,-1.0277,-1.3137,-0.1781,-1.1269,0.6811,-0.0257,0.614,2.3894,-0.6696,0.3589,-0.155,-0.6581,224.0
2020,9,9,11,Autumn,0,Industrial,37.9,81.9,0.7,0.5,95.8,1134.0,4.7,79.0,10.2,226.3,342.2,134.0,62.2,4.52,54.1,10.34,21.77,23.4,1002.0,9.4,1.3924,0.2592,-0.3709,0.3663,1.0925,0.3681,-0.6739,-0.4052,-0.9094,2.7298,-0.7638,1.1917,-1.0445,-0.2587,1.2885,-0.4887,0.5604,0.3888,-1.5117,-1.2666,0.2914,-0.6789,-0.249,-0.1558,-0.7122,-0.8162,-1.2714,1.5169,-0.5216,-1.6881,350.0
2023,2,20,1,Winter,0,Residential,18.3,71.7,,1.43,69.4,841.0,1.0,70.0,10.7,129.8,193.9,82.9,35.9,2.41,,5.65,,12.4,1008.0,11.7,-1.3348,0.5221,0.3341,0.5233,-1.0439,0.4299,0.3383,-0.9971,2.0114,1.0644,-0.0341,-1.0698,-0.3506,1.3617,1.3817,2.0261,-1.5287,0.3168,1.7834,-0.0146,0.0277,1.0476,-0.9282,-0.5748,-0.1595,0.1403,1.7086,0.0628,-0.913,1.4659,158.2
2019,12,5,18,Winter,0,Industrial,38.8,79.2,1.1,1.59,60.7,741.0,2.0,97.0,11.5,132.2,198.9,80.6,36.6,2.51,73.6,5.66,11.98,24.9,1001.6,11.9,-0.3085,-0.0665,0.3047,0.8107,-0.1573,0.9302,0.9062,-0.1451,0.4766,-0.8042,-0.0579,0.9676,-1.4802,0.3375,-0.7832,0.4202,0.354,-1.69,0.5993,0.4424,-1.1332,-2.0551,2.0044,-0.7352,-0.7845,0.948,2.2576,1.0534,-1.5309,-1.4192,297.8
